Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,3,1,2,2
2,2,3,0,1,2
3,1,3,0,1,1
4,1,3,0,1,1
5,0,3,0,1,1
6,2,2,0,1,1
7,1,3,0,0,1
8,2,3,0,0,1
9,3,4,0,2,0
10,2,4,0,2,2
11,3,4,0,2,2
12,2,4,0,2,2
13,1,4,0,2,2
14,2,4,0,2,2
15,1,4,0,1,2
