Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,1,3,2,2
2,3,0,4,1,2
3,2,0,4,0,2
4,3,0,4,2,2
5,2,0,4,1,2
6,1,0,4,0,2
7,2,0,4,0,2
8,3,0,4,0,2
9,3,0,4,0,2
10,3,2,4,0,2
11,3,3,4,2,2
12,3,2,4,2,2
13,3,3,4,2,2
14,3,3,4,2,2
15,3,4,4,1,2
